"No.","Time","Source","Destination","Protocol","Length","Time delta from previous captured frame","Info"
"6360","12.081036933","172.16.10.9","172.16.20.9","TCP","2962","0.001399916","5004  >  57968 [PSH, ACK] Seq=724001 Ack=1 Win=85 Len=2896 TSval=2165907084 TSecr=3655888472 [TCP segment of a reassembled PDU]"
"6381","12.117824496","172.16.10.9","172.16.20.9","TCP","2962","0.002629087","5004  >  57968 [PSH, ACK] Seq=726897 Ack=1 Win=85 Len=2896 TSval=2165907119 TSecr=3655888507 [TCP segment of a reassembled PDU]"
"6411","12.196472679","172.16.10.9","172.16.20.9","TCP","2962","0.000000472","5004  >  57968 [PSH, ACK] Seq=729793 Ack=1 Win=85 Len=2896 TSval=2165907172 TSecr=3655888560 [TCP segment of a reassembled PDU]"
"6432","12.243199219","172.16.10.9","172.16.20.9","TCP","2962","0.006982605","5004  >  57968 [PSH, ACK] Seq=732689 Ack=1 Win=85 Len=2896 TSval=2165907208 TSecr=3655888596 [TCP segment of a reassembled PDU]"
"6462","12.292167336","172.16.10.9","172.16.20.9","TCP","2962","0.001698644","5004  >  57968 [PSH, ACK] Seq=735585 Ack=1 Win=85 Len=2896 TSval=2165907289 TSecr=3655888676 [TCP segment of a reassembled PDU]"
"6483","12.325581914","172.16.10.9","172.16.20.9","TCP","2962","0.001359982","5004  >  57968 [PSH, ACK] Seq=738481 Ack=1 Win=85 Len=2896 TSval=2165907334 TSecr=3655888722 [TCP segment of a reassembled PDU]"
"6513","12.379129985","172.16.10.9","172.16.20.9","TCP","2962","0.003574665","5004  >  57968 [PSH, ACK] Seq=741377 Ack=1 Win=85 Len=2896 TSval=2165907383 TSecr=3655888771 [TCP segment of a reassembled PDU]"
"6534","12.440610735","172.16.10.9","172.16.20.9","TCP","2962","0.001671368","5004  >  57968 [PSH, ACK] Seq=744273 Ack=1 Win=85 Len=2896 TSval=2165907416 TSecr=3655888804 [TCP segment of a reassembled PDU]"
"6564","12.489673863","172.16.10.9","172.16.20.9","TCP","2962","0.001491722","5004  >  57968 [PSH, ACK] Seq=747169 Ack=1 Win=85 Len=2896 TSval=2165907470 TSecr=3655888858 [TCP segment of a reassembled PDU]"
"6585","12.523780901","172.16.10.9","172.16.20.9","TCP","2962","0.000000522","5004  >  57968 [PSH, ACK] Seq=750065 Ack=1 Win=85 Len=2896 TSval=2165907531 TSecr=3655888919 [TCP segment of a reassembled PDU]"
"6615","12.574676321","172.16.10.9","172.16.20.9","TCP","2962","0.003164511","5004  >  57968 [PSH, ACK] Seq=752961 Ack=1 Win=85 Len=2896 TSval=2165907580 TSecr=3655888968 [TCP segment of a reassembled PDU]"
"6635","12.618617218","172.16.10.9","172.16.20.9","TCP","2962","0.000053068","5004  >  57968 [PSH, ACK] Seq=755857 Ack=1 Win=85 Len=2896 TSval=2165907615 TSecr=3655889003 [TCP segment of a reassembled PDU]"
"6666","12.685423294","172.16.10.9","172.16.20.9","TCP","2962","0.001730444","5004  >  57968 [PSH, ACK] Seq=758753 Ack=1 Win=85 Len=2896 TSval=2165907665 TSecr=3655889053 [TCP segment of a reassembled PDU]"
"6686","12.719514222","172.16.10.9","172.16.20.9","TCP","2962","0.000000527","5004  >  57968 [PSH, ACK] Seq=761649 Ack=1 Win=85 Len=2896 TSval=2165907710 TSecr=3655889097 [TCP segment of a reassembled PDU]"
"6717","12.795010915","172.16.10.9","172.16.20.9","TCP","2962","0.002014389","5004  >  57968 [PSH, ACK] Seq=764545 Ack=1 Win=85 Len=2896 TSval=2165907776 TSecr=3655889164 [TCP segment of a reassembled PDU]"
"6736","12.831875722","172.16.10.9","172.16.20.9","TCP","2962","0.001752683","5004  >  57968 [PSH, ACK] Seq=767441 Ack=1 Win=85 Len=2896 TSval=2165907810 TSecr=3655889198 [TCP segment of a reassembled PDU]"
"6767","12.886494742","172.16.10.9","172.16.20.9","TCP","2962","0.003178117","5004  >  57968 [PSH, ACK] Seq=770337 Ack=1 Win=85 Len=2896 TSval=2165907886 TSecr=3655889274 [TCP segment of a reassembled PDU]"
"6787","12.925561679","172.16.10.9","172.16.20.9","TCP","2962","0.001536964","5004  >  57968 [PSH, ACK] Seq=773233 Ack=1 Win=85 Len=2896 TSval=2165907923 TSecr=3655889310 [TCP segment of a reassembled PDU]"
"6818","12.985196477","172.16.10.9","172.16.20.9","TCP","2962","0.000000364","5004  >  57968 [PSH, ACK] Seq=776129 Ack=1 Win=85 Len=2896 TSval=2165907977 TSecr=3655889365 [TCP segment of a reassembled PDU]"
"6838","13.030538252","172.16.10.9","172.16.20.9","TCP","2962","0.012825170","5004  >  57968 [PSH, ACK] Seq=779025 Ack=1 Win=85 Len=2896 TSval=2165908016 TSecr=3655889404 [TCP segment of a reassembled PDU]"
"6869","13.099216252","172.16.10.9","172.16.20.9","TCP","2962","0.001998544","5004  >  57968 [PSH, ACK] Seq=781921 Ack=1 Win=85 Len=2896 TSval=2165908076 TSecr=3655889464 [TCP segment of a reassembled PDU]"
"6889","13.128512326","172.16.10.9","172.16.20.9","TCP","2962","0.001081051","5004  >  57968 [PSH, ACK] Seq=784817 Ack=1 Win=85 Len=2896 TSval=2165908121 TSecr=3655889509 [TCP segment of a reassembled PDU]"
"6920","13.181060099","172.16.10.9","172.16.20.9","TCP","2962","0.002944034","5004  >  57968 [PSH, ACK] Seq=787713 Ack=1 Win=85 Len=2896 TSval=2165908191 TSecr=3655889578 [TCP segment of a reassembled PDU]"
"6940","13.220738301","172.16.10.9","172.16.20.9","TCP","2962","0.000000350","5004  >  57968 [PSH, ACK] Seq=790609 Ack=1 Win=85 Len=2896 TSval=2165908219 TSecr=3655889607 [TCP segment of a reassembled PDU]"
"6971","13.281105883","172.16.10.9","172.16.20.9","TCP","2962","0.009474761","5004  >  57968 [PSH, ACK] Seq=793505 Ack=1 Win=85 Len=2896 TSval=2165908272 TSecr=3655889660 [TCP segment of a reassembled PDU]"
"6990","13.328785410","172.16.10.9","172.16.20.9","TCP","2962","0.007471202","5004  >  57968 [PSH, ACK] Seq=796401 Ack=1 Win=85 Len=2896 TSval=2165908312 TSecr=3655889700 [TCP segment of a reassembled PDU]"
"7022","13.396718669","172.16.10.9","172.16.20.9","TCP","2962","0.000000561","5004  >  57968 [PSH, ACK] Seq=799297 Ack=1 Win=85 Len=2896 TSval=2165908373 TSecr=3655889761 [TCP segment of a reassembled PDU]"
"7041","13.426026791","172.16.10.9","172.16.20.9","TCP","2962","0.002086612","5004  >  57968 [PSH, ACK] Seq=802193 Ack=1 Win=85 Len=2896 TSval=2165908420 TSecr=3655889808 [TCP segment of a reassembled PDU]"
"7073","13.479251683","172.16.10.9","172.16.20.9","TCP","2962","0.002260485","5004  >  57968 [PSH, ACK] Seq=805089 Ack=1 Win=85 Len=2896 TSval=2165908488 TSecr=3655889876 [TCP segment of a reassembled PDU]"
"7092","13.511239184","172.16.10.9","172.16.20.9","TCP","2962","0.000000963","5004  >  57968 [PSH, ACK] Seq=807985 Ack=1 Win=85 Len=2896 TSval=2165908517 TSecr=3655889905 [TCP segment of a reassembled PDU]"
"7124","13.567820284","172.16.10.9","172.16.20.9","TCP","2962","0.001924847","5004  >  57968 [PSH, ACK] Seq=810881 Ack=1 Win=85 Len=2896 TSval=2165908570 TSecr=3655889958 [TCP segment of a reassembled PDU]"
"7142","13.601979369","172.16.10.9","172.16.20.9","TCP","2962","0.001958513","5004  >  57968 [PSH, ACK] Seq=813777 Ack=1 Win=85 Len=2896 TSval=2165908602 TSecr=3655889990 [TCP segment of a reassembled PDU]"
"7175","13.659620217","172.16.10.9","172.16.20.9","TCP","2962","0.001759339","5004  >  57968 [PSH, ACK] Seq=816673 Ack=1 Win=85 Len=2896 TSval=2165908659 TSecr=3655890046 [TCP segment of a reassembled PDU]"
"7193","13.695820246","172.16.10.9","172.16.20.9","TCP","2962","0.000000525","5004  >  57968 [PSH, ACK] Seq=819569 Ack=1 Win=85 Len=2896 TSval=2165908693 TSecr=3655890080 [TCP segment of a reassembled PDU]"
"7226","13.751793314","172.16.10.9","172.16.20.9","TCP","2962","0.002196198","5004  >  57968 [PSH, ACK] Seq=822465 Ack=1 Win=85 Len=2896 TSval=2165908750 TSecr=3655890138 [TCP segment of a reassembled PDU]"
"7243","13.777425801","172.16.10.9","172.16.20.9","TCP","2962","0.002505966","5004  >  57968 [PSH, ACK] Seq=825361 Ack=1 Win=85 Len=2896 TSval=2165908787 TSecr=3655890174 [TCP segment of a reassembled PDU]"
"7277","13.831991114","172.16.10.9","172.16.20.9","TCP","2962","0.002061782","5004  >  57968 [PSH, ACK] Seq=828257 Ack=1 Win=85 Len=2896 TSval=2165908842 TSecr=3655890230 [TCP segment of a reassembled PDU]"
"7294","13.869571470","172.16.10.9","172.16.20.9","TCP","2962","0.001235561","5004  >  57968 [PSH, ACK] Seq=831153 Ack=1 Win=85 Len=2896 TSval=2165908868 TSecr=3655890256 [TCP segment of a reassembled PDU]"
"7328","13.937746871","172.16.10.9","172.16.20.9","TCP","2962","0.001910949","5004  >  57968 [PSH, ACK] Seq=834049 Ack=1 Win=85 Len=2896 TSval=2165908923 TSecr=3655890311 [TCP segment of a reassembled PDU]"
"7345","13.977428450","172.16.10.9","172.16.20.9","TCP","2962","0.000000671","5004  >  57968 [PSH, ACK] Seq=836945 Ack=1 Win=85 Len=2896 TSval=2165908961 TSecr=3655890348 [TCP segment of a reassembled PDU]"
"7379","14.034427707","172.16.10.9","172.16.20.9","TCP","2962","0.001960520","5004  >  57968 [PSH, ACK] Seq=839841 Ack=1 Win=85 Len=2896 TSval=2165909029 TSecr=3655890416 [TCP segment of a reassembled PDU]"
"7396","14.061830726","172.16.10.9","172.16.20.9","TCP","2962","0.001467153","5004  >  57968 [PSH, ACK] Seq=842737 Ack=1 Win=85 Len=2896 TSval=2165909068 TSecr=3655890456 [TCP segment of a reassembled PDU]"
"7430","14.121015987","172.16.10.9","172.16.20.9","TCP","2962","0.002008285","5004  >  57968 [PSH, ACK] Seq=845633 Ack=1 Win=85 Len=2896 TSval=2165909125 TSecr=3655890513 [TCP segment of a reassembled PDU]"
"7447","14.147468411","172.16.10.9","172.16.20.9","TCP","2962","0.002968561","5004  >  57968 [PSH, ACK] Seq=848529 Ack=1 Win=85 Len=2896 TSval=2165909153 TSecr=3655890541 [TCP segment of a reassembled PDU]"
"7481","14.214850370","172.16.10.9","172.16.20.9","TCP","2962","0.002269308","5004  >  57968 [PSH, ACK] Seq=851425 Ack=1 Win=85 Len=2896 TSval=2165909212 TSecr=3655890600 [TCP segment of a reassembled PDU]"
"7498","14.243086290","172.16.10.9","172.16.20.9","TCP","2962","0.000000575","5004  >  57968 [PSH, ACK] Seq=854321 Ack=1 Win=85 Len=2896 TSval=2165909238 TSecr=3655890626 [TCP segment of a reassembled PDU]"
"7532","14.307190026","172.16.10.9","172.16.20.9","TCP","2962","0.001561791","5004  >  57968 [PSH, ACK] Seq=857217 Ack=1 Win=85 Len=2896 TSval=2165909306 TSecr=3655890694 [TCP segment of a reassembled PDU]"
"7548","14.333055442","172.16.10.9","172.16.20.9","TCP","2962","0.000000314","5004  >  57968 [PSH, ACK] Seq=860113 Ack=1 Win=85 Len=2896 TSval=2165909334 TSecr=3655890722 [TCP segment of a reassembled PDU]"
"7583","14.398297674","172.16.10.9","172.16.20.9","TCP","2962","0.000827326","5004  >  57968 [PSH, ACK] Seq=863009 Ack=1 Win=85 Len=2896 TSval=2165909398 TSecr=3655890786 [TCP segment of a reassembled PDU]"
"7597","14.420934005","172.16.10.9","172.16.20.9","TCP","2962","0.000000580","5004  >  57968 [PSH, ACK] Seq=865905 Ack=1 Win=85 Len=2896 TSval=2165909424 TSecr=3655890812 [TCP segment of a reassembled PDU]"
"7634","14.494066436","172.16.10.9","172.16.20.9","TCP","2962","0.001084508","5004  >  57968 [PSH, ACK] Seq=868801 Ack=1 Win=85 Len=2896 TSval=2165909489 TSecr=3655890877 [TCP segment of a reassembled PDU]"
"7645","14.512593767","172.16.10.9","172.16.20.9","TCP","2962","0.001334657","5004  >  57968 [PSH, ACK] Seq=871697 Ack=1 Win=85 Len=2896 TSval=2165909512 TSecr=3655890900 [TCP segment of a reassembled PDU]"
"7683","14.607206280","172.16.10.9","172.16.20.9","TCP","2962","0.003894578","5004  >  57968 [PSH, ACK] Seq=874593 Ack=1 Win=85 Len=2896 TSval=2165909585 TSecr=3655890973 [TCP segment of a reassembled PDU]"
"7696","14.664383622","172.16.10.9","172.16.20.9","TCP","2962","0.000001883","5004  >  57968 [PSH, ACK] Seq=877489 Ack=1 Win=85 Len=2896 TSval=2165909603 TSecr=3655890991 [TCP segment of a reassembled PDU]"
"7734","14.762022819","172.16.10.9","172.16.20.9","TCP","2962","0.001571561","5004  >  57968 [PSH, ACK] Seq=880385 Ack=1 Win=85 Len=2896 TSval=2165909698 TSecr=3655891086 [TCP segment of a reassembled PDU]"
"7744","14.783110972","172.16.10.9","172.16.20.9","TCP","2962","0.000000406","5004  >  57968 [PSH, ACK] Seq=883281 Ack=1 Win=85 Len=2896 TSval=2165909755 TSecr=3655891143 [TCP segment of a reassembled PDU]"
"7787","14.857866956","172.16.10.9","172.16.20.9","TCP","2962","0.000876131","5004  >  57968 [PSH, ACK] Seq=886177 Ack=1 Win=85 Len=2896 TSval=2165909853 TSecr=3655891241 [TCP segment of a reassembled PDU]"
"7794","14.868174247","172.16.10.9","172.16.20.9","TCP","2962","0.000000452","5004  >  57968 [PSH, ACK] Seq=889073 Ack=1 Win=85 Len=2896 TSval=2165909875 TSecr=3655891262 [TCP segment of a reassembled PDU]"
"7838","14.954725813","172.16.10.9","172.16.20.9","TCP","2962","0.001580232","5004  >  57968 [PSH, ACK] Seq=891969 Ack=1 Win=85 Len=2896 TSval=2165909949 TSecr=3655891336 [TCP segment of a reassembled PDU]"
"7845","14.969405499","172.16.10.9","172.16.20.9","TCP","2962","0.001479387","5004  >  57968 [PSH, ACK] Seq=894865 Ack=1 Win=85 Len=2896 TSval=2165909959 TSecr=3655891347 [TCP segment of a reassembled PDU]"
"7889","15.055263545","172.16.10.9","172.16.20.9","TCP","2962","0.000001083","5004  >  57968 [PSH, ACK] Seq=897761 Ack=1 Win=85 Len=2896 TSval=2165910046 TSecr=3655891433 [TCP segment of a reassembled PDU]"
"7896","15.065763981","172.16.10.9","172.16.20.9","TCP","2962","0.001446521","5004  >  57968 [PSH, ACK] Seq=900657 Ack=1 Win=85 Len=2896 TSval=2165910060 TSecr=3655891448 [TCP segment of a reassembled PDU]"
"7939","15.157737525","172.16.10.9","172.16.20.9","TCP","2962","0.001834471","5004  >  57968 [PSH, ACK] Seq=903553 Ack=1 Win=85 Len=2896 TSval=2165910146 TSecr=3655891534 [TCP segment of a reassembled PDU]"
"7947","15.175245006","172.16.10.9","172.16.20.9","TCP","2962","0.000000515","5004  >  57968 [PSH, ACK] Seq=906449 Ack=1 Win=85 Len=2896 TSval=2165910156 TSecr=3655891544 [TCP segment of a reassembled PDU]"
"7990","15.255545368","172.16.10.9","172.16.20.9","TCP","2962","0.006972163","5004  >  57968 [PSH, ACK] Seq=909345 Ack=1 Win=85 Len=2896 TSval=2165910248 TSecr=3655891636 [TCP segment of a reassembled PDU]"
"7997","15.265149696","172.16.10.9","172.16.20.9","TCP","2962","0.001504635","5004  >  57968 [PSH, ACK] Seq=912241 Ack=1 Win=85 Len=2896 TSval=2165910266 TSecr=3655891654 [TCP segment of a reassembled PDU]"
"8041","15.343276357","172.16.10.9","172.16.20.9","TCP","2962","0.001508586","5004  >  57968 [PSH, ACK] Seq=915137 Ack=1 Win=85 Len=2896 TSval=2165910346 TSecr=3655891734 [TCP segment of a reassembled PDU]"
"8048","15.356322873","172.16.10.9","172.16.20.9","TCP","2962","0.003960876","5004  >  57968 [PSH, ACK] Seq=918033 Ack=1 Win=85 Len=2896 TSval=2165910356 TSecr=3655891744 [TCP segment of a reassembled PDU]"
"8092","15.430497940","172.16.10.9","172.16.20.9","TCP","2962","0.001619230","5004  >  57968 [PSH, ACK] Seq=920929 Ack=1 Win=85 Len=2896 TSval=2165910434 TSecr=3655891822 [TCP segment of a reassembled PDU]"
"8099","15.440784988","172.16.10.9","172.16.20.9","TCP","2962","0.000871971","5004  >  57968 [PSH, ACK] Seq=923825 Ack=1 Win=85 Len=2896 TSval=2165910447 TSecr=3655891835 [TCP segment of a reassembled PDU]"
"8143","15.517404445","172.16.10.9","172.16.20.9","TCP","2962","0.001244618","5004  >  57968 [PSH, ACK] Seq=926721 Ack=1 Win=85 Len=2896 TSval=2165910521 TSecr=3655891909 [TCP segment of a reassembled PDU]"
"8150","15.547352796","172.16.10.9","172.16.20.9","TCP","2962","0.012061448","5004  >  57968 [PSH, ACK] Seq=929617 Ack=1 Win=85 Len=2896 TSval=2165910532 TSecr=3655891919 [TCP segment of a reassembled PDU]"
"8194","15.627465451","172.16.10.9","172.16.20.9","TCP","2962","0.002079384","5004  >  57968 [PSH, ACK] Seq=932513 Ack=1 Win=85 Len=2896 TSval=2165910608 TSecr=3655891996 [TCP segment of a reassembled PDU]"
"8200","15.639282294","172.16.10.9","172.16.20.9","TCP","2962","0.002077040","5004  >  57968 [PSH, ACK] Seq=935409 Ack=1 Win=85 Len=2896 TSval=2165910638 TSecr=3655892026 [TCP segment of a reassembled PDU]"
"8245","15.728875032","172.16.10.9","172.16.20.9","TCP","2962","0.000666897","5004  >  57968 [PSH, ACK] Seq=938305 Ack=1 Win=85 Len=2896 TSval=2165910718 TSecr=3655892106 [TCP segment of a reassembled PDU]"
"8251","15.738371231","172.16.10.9","172.16.20.9","TCP","2962","0.001227118","5004  >  57968 [PSH, ACK] Seq=941201 Ack=1 Win=85 Len=2896 TSval=2165910730 TSecr=3655892118 [TCP segment of a reassembled PDU]"
"8296","15.810369845","172.16.10.9","172.16.20.9","TCP","2962","0.001345873","5004  >  57968 [PSH, ACK] Seq=944097 Ack=1 Win=85 Len=2896 TSval=2165910819 TSecr=3655892207 [TCP segment of a reassembled PDU]"
"8302","15.819356858","172.16.10.9","172.16.20.9","TCP","2962","0.001628022","5004  >  57968 [PSH, ACK] Seq=946993 Ack=1 Win=85 Len=2896 TSval=2165910829 TSecr=3655892217 [TCP segment of a reassembled PDU]"
"8347","15.903300483","172.16.10.9","172.16.20.9","TCP","2962","0.002048352","5004  >  57968 [PSH, ACK] Seq=949889 Ack=1 Win=85 Len=2896 TSval=2165910901 TSecr=3655892289 [TCP segment of a reassembled PDU]"
"8353","15.912232888","172.16.10.9","172.16.20.9","TCP","2962","0.002010609","5004  >  57968 [PSH, ACK] Seq=952785 Ack=1 Win=85 Len=2896 TSval=2165910910 TSecr=3655892298 [TCP segment of a reassembled PDU]"
"8398","15.985414117","172.16.10.9","172.16.20.9","TCP","2962","0.003604486","5004  >  57968 [PSH, ACK] Seq=955681 Ack=1 Win=85 Len=2896 TSval=2165910994 TSecr=3655892382 [TCP segment of a reassembled PDU]"
"8404","15.993013294","172.16.10.9","172.16.20.9","TCP","2962","0.000782565","5004  >  57968 [PSH, ACK] Seq=958577 Ack=1 Win=85 Len=2896 TSval=2165911003 TSecr=3655892391 [TCP segment of a reassembled PDU]"
"8449","16.074155034","172.16.10.9","172.16.20.9","TCP","2962","0.001373786","5004  >  57968 [PSH, ACK] Seq=961473 Ack=1 Win=85 Len=2896 TSval=2165911076 TSecr=3655892464 [TCP segment of a reassembled PDU]"
"8455","16.083357659","172.16.10.9","172.16.20.9","TCP","2962","0.001295142","5004  >  57968 [PSH, ACK] Seq=964369 Ack=1 Win=85 Len=2896 TSval=2165911084 TSecr=3655892472 [TCP segment of a reassembled PDU]"
"8500","16.179822779","172.16.10.9","172.16.20.9","TCP","2962","0.001585992","5004  >  57968 [PSH, ACK] Seq=967265 Ack=1 Win=85 Len=2896 TSval=2165911165 TSecr=3655892553 [TCP segment of a reassembled PDU]"
"8506","16.189406845","172.16.10.9","172.16.20.9","TCP","2962","0.001917868","5004  >  57968 [PSH, ACK] Seq=970161 Ack=1 Win=85 Len=2896 TSval=2165911174 TSecr=3655892562 [TCP segment of a reassembled PDU]"
"8551","16.255946094","172.16.10.9","172.16.20.9","TCP","2962","0.001116768","5004  >  57968 [PSH, ACK] Seq=973057 Ack=1 Win=85 Len=2896 TSval=2165911270 TSecr=3655892658 [TCP segment of a reassembled PDU]"
"8557","16.265055259","172.16.10.9","172.16.20.9","TCP","2962","0.000415204","5004  >  57968 [PSH, ACK] Seq=975953 Ack=1 Win=85 Len=2896 TSval=2165911280 TSecr=3655892668 [TCP segment of a reassembled PDU]"
"8602","16.412585849","172.16.10.9","172.16.20.9","TCP","2962","0.001378497","5004  >  57968 [PSH, ACK] Seq=978849 Ack=1 Win=85 Len=2896 TSval=2165911347 TSecr=3655892734 [TCP segment of a reassembled PDU]"
"8607","16.422422751","172.16.10.9","172.16.20.9","TCP","2962","0.001819902","5004  >  57968 [PSH, ACK] Seq=981745 Ack=1 Win=85 Len=2896 TSval=2165911356 TSecr=3655892744 [TCP segment of a reassembled PDU]"
"8653","16.491888467","172.16.10.9","172.16.20.9","TCP","2962","0.001395760","5004  >  57968 [PSH, ACK] Seq=984641 Ack=1 Win=85 Len=2896 TSval=2165911503 TSecr=3655892891 [TCP segment of a reassembled PDU]"
"8658","16.499508250","172.16.10.9","172.16.20.9","TCP","2962","0.000668730","5004  >  57968 [PSH, ACK] Seq=987537 Ack=1 Win=85 Len=2896 TSval=2165911513 TSecr=3655892901 [TCP segment of a reassembled PDU]"
"8704","16.604612209","172.16.10.9","172.16.20.9","TCP","2962","0.001065206","5004  >  57968 [PSH, ACK] Seq=990433 Ack=1 Win=85 Len=2896 TSval=2165911582 TSecr=3655892970 [TCP segment of a reassembled PDU]"
"8709","16.612245362","172.16.10.9","172.16.20.9","TCP","2962","0.001536554","5004  >  57968 [PSH, ACK] Seq=993329 Ack=1 Win=85 Len=2896 TSval=2165911590 TSecr=3655892978 [TCP segment of a reassembled PDU]"
"8755","16.681354360","172.16.10.9","172.16.20.9","TCP","2962","0.001811008","5004  >  57968 [PSH, ACK] Seq=996225 Ack=1 Win=85 Len=2896 TSval=2165911695 TSecr=3655893083 [TCP segment of a reassembled PDU]"
"8760","16.688389627","172.16.10.9","172.16.20.9","TCP","2962","0.001336871","5004  >  57968 [PSH, ACK] Seq=999121 Ack=1 Win=85 Len=2896 TSval=2165911703 TSecr=3655893091 [TCP segment of a reassembled PDU]"
"8806","16.767504167","172.16.10.9","172.16.20.9","TCP","2962","0.000000216","5004  >  57968 [PSH, ACK] Seq=1002017 Ack=1 Win=85 Len=2896 TSval=2165911772 TSecr=3655893160 [TCP segment of a reassembled PDU]"
"8811","16.775172771","172.16.10.9","172.16.20.9","TCP","2962","0.001533552","5004  >  57968 [PSH, ACK] Seq=1004913 Ack=1 Win=85 Len=2896 TSval=2165911779 TSecr=3655893167 [TCP segment of a reassembled PDU]"
"8855","16.853496660","172.16.10.9","172.16.20.9","TCP","2962","0.001555144","5004  >  57968 [PSH, ACK] Seq=1007809 Ack=1 Win=85 Len=2896 TSval=2165911858 TSecr=3655893246 [TCP segment of a reassembled PDU]"
"8862","16.863769013","172.16.10.9","172.16.20.9","TCP","2962","0.001155845","5004  >  57968 [PSH, ACK] Seq=1010705 Ack=1 Win=85 Len=2896 TSval=2165911866 TSecr=3655893254 [TCP segment of a reassembled PDU]"
"8906","16.944809997","172.16.10.9","172.16.20.9","TCP","2962","0.002046045","5004  >  57968 [PSH, ACK] Seq=1013601 Ack=1 Win=85 Len=2896 TSval=2165911944 TSecr=3655893332 [TCP segment of a reassembled PDU]"
"8913","16.956160327","172.16.10.9","172.16.20.9","TCP","2962","0.001528260","5004  >  57968 [PSH, ACK] Seq=1016497 Ack=1 Win=85 Len=2896 TSval=2165911954 TSecr=3655893342 [TCP segment of a reassembled PDU]"
"8957","17.029511175","172.16.10.9","172.16.20.9","TCP","2962","0.000000386","5004  >  57968 [PSH, ACK] Seq=1019393 Ack=1 Win=85 Len=2896 TSval=2165912035 TSecr=3655893423 [TCP segment of a reassembled PDU]"
"8964","17.044078820","172.16.10.9","172.16.20.9","TCP","2962","0.000000381","5004  >  57968 [PSH, ACK] Seq=1022289 Ack=1 Win=85 Len=2896 TSval=2165912047 TSecr=3655893435 [TCP segment of a reassembled PDU]"
"9007","17.141944436","172.16.10.9","172.16.20.9","TCP","2962","0.001158968","5004  >  57968 [PSH, ACK] Seq=1025185 Ack=1 Win=85 Len=2896 TSval=2165912120 TSecr=3655893508 [TCP segment of a reassembled PDU]"
"9014","17.155782670","172.16.10.9","172.16.20.9","TCP","2962","0.000000743","5004  >  57968 [PSH, ACK] Seq=1028081 Ack=1 Win=85 Len=2896 TSval=2165912135 TSecr=3655893523 [TCP segment of a reassembled PDU]"
"9058","17.233237209","172.16.10.9","172.16.20.9","TCP","2962","0.005323468","5004  >  57968 [PSH, ACK] Seq=1030977 Ack=1 Win=85 Len=2896 TSval=2165912233 TSecr=3655893620 [TCP segment of a reassembled PDU]"
"9065","17.242455157","172.16.10.9","172.16.20.9","TCP","2962","0.000927323","5004  >  57968 [PSH, ACK] Seq=1033873 Ack=1 Win=85 Len=2896 TSval=2165912247 TSecr=3655893634 [TCP segment of a reassembled PDU]"
"9109","17.316329166","172.16.10.9","172.16.20.9","TCP","2962","0.001599430","5004  >  57968 [PSH, ACK] Seq=1036769 Ack=1 Win=85 Len=2896 TSval=2165912325 TSecr=3655893712 [TCP segment of a reassembled PDU]"
"9116","17.327261427","172.16.10.9","172.16.20.9","TCP","2962","0.001932058","5004  >  57968 [PSH, ACK] Seq=1039665 Ack=1 Win=85 Len=2896 TSval=2165912333 TSecr=3655893721 [TCP segment of a reassembled PDU]"
"9160","17.402903161","172.16.10.9","172.16.20.9","TCP","2962","0.001697616","5004  >  57968 [PSH, ACK] Seq=1042561 Ack=1 Win=85 Len=2896 TSval=2165912407 TSecr=3655893795 [TCP segment of a reassembled PDU]"
"9167","17.413262642","172.16.10.9","172.16.20.9","TCP","2962","0.000859849","5004  >  57968 [PSH, ACK] Seq=1045457 Ack=1 Win=85 Len=2896 TSval=2165912418 TSecr=3655893806 [TCP segment of a reassembled PDU]"
"9211","17.483657019","172.16.10.9","172.16.20.9","TCP","2962","0.001509969","5004  >  57968 [PSH, ACK] Seq=1048353 Ack=1 Win=85 Len=2896 TSval=2165912493 TSecr=3655893881 [TCP segment of a reassembled PDU]"
"9218","17.494345742","172.16.10.9","172.16.20.9","TCP","2962","0.001841121","5004  >  57968 [PSH, ACK] Seq=1051249 Ack=1 Win=85 Len=2896 TSval=2165912504 TSecr=3655893892 [TCP segment of a reassembled PDU]"
"9262","17.596718527","172.16.10.9","172.16.20.9","TCP","2962","0.007193178","5004  >  57968 [PSH, ACK] Seq=1054145 Ack=1 Win=85 Len=2896 TSval=2165912574 TSecr=3655893962 [TCP segment of a reassembled PDU]"
"9269","17.620471622","172.16.10.9","172.16.20.9","TCP","2962","0.001652714","5004  >  57968 [PSH, ACK] Seq=1057041 Ack=1 Win=85 Len=2896 TSval=2165912585 TSecr=3655893973 [TCP segment of a reassembled PDU]"
"9313","17.712239843","172.16.10.9","172.16.20.9","TCP","2962","0.002182846","5004  >  57968 [PSH, ACK] Seq=1059937 Ack=1 Win=85 Len=2896 TSval=2165912688 TSecr=3655894075 [TCP segment of a reassembled PDU]"
"9318","17.718871489","172.16.10.9","172.16.20.9","TCP","2962","0.001093445","5004  >  57968 [PSH, ACK] Seq=1062833 Ack=1 Win=85 Len=2896 TSval=2165912711 TSecr=3655894099 [TCP segment of a reassembled PDU]"
"9364","17.822909352","172.16.10.9","172.16.20.9","TCP","2962","0.001397842","5004  >  57968 [PSH, ACK] Seq=1065729 Ack=1 Win=85 Len=2896 TSval=2165912804 TSecr=3655894191 [TCP segment of a reassembled PDU]"
