"No.","Time","Source","Destination","Protocol","Length","Time delta from previous captured frame","Info"
"712","123.594373410","172.16.10.9","172.16.20.9","TCP","4410","0.003627654","5004  >  39686 [PSH, ACK] Seq=1812014 Ack=137 Win=43520 Len=4344 TSval=2165692022 TSecr=3655673410 [TCP segment of a reassembled PDU]"
"714","123.599156910","172.16.10.9","172.16.20.9","TCP","4410","0.004765145","5004  >  39686 [PSH, ACK] Seq=1816358 Ack=137 Win=43520 Len=4344 TSval=2165692027 TSecr=3655673415 [TCP segment of a reassembled PDU]"
"716","123.609364867","172.16.10.9","172.16.20.9","TCP","4410","0.010186643","5004  >  39686 [PSH, ACK] Seq=1820702 Ack=137 Win=43520 Len=4344 TSval=2165692030 TSecr=3655673418 [TCP segment of a reassembled PDU]"
"718","123.612432172","172.16.10.9","172.16.20.9","TCP","4410","0.003043925","5004  >  39686 [PSH, ACK] Seq=1825046 Ack=137 Win=43520 Len=4344 TSval=2165692035 TSecr=3655673423 [TCP segment of a reassembled PDU]"
"720","123.617233891","172.16.10.9","172.16.20.9","TCP","4410","0.004788155","5004  >  39686 [PSH, ACK] Seq=1829390 Ack=137 Win=43520 Len=4344 TSval=2165692045 TSecr=3655673433 [TCP segment of a reassembled PDU]"
"722","123.622104928","172.16.10.9","172.16.20.9","TCP","4320","0.004853716","5004  >  39686 [PSH, ACK] Seq=1833734 Ack=137 Win=43520 Len=4254 TSval=2165692048 TSecr=3655673436 [TCP segment of a reassembled PDU]"
"724","123.718521162","172.16.10.9","172.16.20.9","TCP","4410","0.096393041","5004  >  39686 [PSH, ACK] Seq=1837988 Ack=137 Win=43520 Len=4344 TSval=2165692154 TSecr=3655673446 [TCP segment of a reassembled PDU]"
"726","123.728302542","172.16.10.9","172.16.20.9","TCP","4410","0.008475997","5004  >  39686 [PSH, ACK] Seq=1842332 Ack=137 Win=43520 Len=4344 TSval=2165692154 TSecr=3655673446 [TCP segment of a reassembled PDU]"
"728","123.739766019","172.16.10.9","172.16.20.9","TCP","1378","0.011442442","5004  >  39686 [PSH, ACK] Seq=1846676 Ack=137 Win=43520 Len=1312 TSval=2165692154 TSecr=3655673446 [TCP segment of a reassembled PDU]"
"729","123.739768919","172.16.10.9","172.16.20.9","TCP","4410","0.000002900","5004  >  39686 [PSH, ACK] Seq=1847988 Ack=137 Win=43520 Len=4344 TSval=2165692154 TSecr=3655673446 [TCP segment of a reassembled PDU]"
"731","123.744423865","172.16.10.9","172.16.20.9","TCP","4410","0.004241669","5004  >  39686 [PSH, ACK] Seq=1852332 Ack=137 Win=43520 Len=4344 TSval=2165692164 TSecr=3655673552 [TCP segment of a reassembled PDU]"
"733","123.748953461","172.16.10.9","172.16.20.9","TCP","4410","0.004505913","5004  >  39686 [PSH, ACK] Seq=1856676 Ack=137 Win=43520 Len=4344 TSval=2165692176 TSecr=3655673564 [TCP segment of a reassembled PDU]"
"735","123.754477481","172.16.10.9","172.16.20.9","TCP","764","0.005490948","5004  >  39686 [PSH, ACK] Seq=1861020 Ack=137 Win=43520 Len=698 TSval=2165692185 TSecr=3655673573 [TCP segment of a reassembled PDU]"
"737","123.839313290","172.16.10.9","172.16.20.9","TCP","4410","0.081519197","5004  >  39686 [PSH, ACK] Seq=1861718 Ack=137 Win=43520 Len=4344 TSval=2165692275 TSecr=3655673582 [TCP segment of a reassembled PDU]"
"739","123.842561731","172.16.10.9","172.16.20.9","TCP","4410","0.002967283","5004  >  39686 [PSH, ACK] Seq=1866062 Ack=137 Win=43520 Len=4344 TSval=2165692275 TSecr=3655673582 [TCP segment of a reassembled PDU]"
"741","123.847031006","172.16.10.9","172.16.20.9","TCP","4410","0.004450917","5004  >  39686 [PSH, ACK] Seq=1870406 Ack=137 Win=43520 Len=4344 TSval=2165692275 TSecr=3655673582 [TCP segment of a reassembled PDU]"
"743","123.851673883","172.16.10.9","172.16.20.9","TCP","239","0.004603566","5004  >  39686 [PSH, ACK] Seq=1874750 Ack=137 Win=43520 Len=173 TSval=2165692278 TSecr=3655673666 [TCP segment of a reassembled PDU]"
"745","123.970266627","172.16.10.9","172.16.20.9","TCP","5858","0.118570224","5004  >  39686 [PSH, ACK] Seq=1874923 Ack=137 Win=43520 Len=5792 TSval=2165692406 TSecr=3655673676 [TCP segment of a reassembled PDU]"
"747","123.975322650","172.16.10.9","172.16.20.9","TCP","1265","0.003833627","5004  >  39686 [PSH, ACK] Seq=1880715 Ack=137 Win=43520 Len=1199 TSval=2165692406 TSecr=3655673676 [TCP segment of a reassembled PDU]"
"749","124.016046054","172.16.10.9","172.16.20.9","TCP","7306","0.040360532","5004  >  39686 [PSH, ACK] Seq=1881914 Ack=137 Win=43520 Len=7240 TSval=2165692452 TSecr=3655673800 [TCP segment of a reassembled PDU]"
"751","124.023613338","172.16.10.9","172.16.20.9","TCP","2826","0.007508414","5004  >  39686 [PSH, ACK] Seq=1889154 Ack=137 Win=43520 Len=2760 TSval=2165692452 TSecr=3655673800 [TCP segment of a reassembled PDU]"
"753","124.025144600","172.16.10.9","172.16.20.9","TCP","8754","0.001516885","5004  >  39686 [PSH, ACK] Seq=1891914 Ack=137 Win=43520 Len=8688 TSval=2165692459 TSecr=3655673840 [TCP segment of a reassembled PDU]"
"755","124.034461034","172.16.10.9","172.16.20.9","TCP","553","0.008627187","5004  >  39686 [PSH, ACK] Seq=1900602 Ack=137 Win=43520 Len=487 TSval=2165692461 TSecr=3655673847 [TCP segment of a reassembled PDU]"
"757","124.217525526","172.16.10.9","172.16.20.9","TCP","8754","0.182676427","5004  >  39686 [PSH, ACK] Seq=1901089 Ack=137 Win=43520 Len=8688 TSval=2165692653 TSecr=3655673859 [TCP segment of a reassembled PDU]"
"759","124.228083963","172.16.10.9","172.16.20.9","TCP","1378","0.010509968","5004  >  39686 [PSH, ACK] Seq=1909777 Ack=137 Win=43520 Len=1312 TSval=2165692653 TSecr=3655673859 [TCP segment of a reassembled PDU]"
"760","124.228085862","172.16.10.9","172.16.20.9","TCP","8754","0.000001899","5004  >  39686 [PSH, ACK] Seq=1911089 Ack=137 Win=43520 Len=8688 TSval=2165692654 TSecr=3655674041 [TCP segment of a reassembled PDU]"
"762","124.237435930","172.16.10.9","172.16.20.9","TCP","2962","0.007558737","5004  >  39686 [PSH, ACK] Seq=1919777 Ack=137 Win=43520 Len=2896 TSval=2165692664 TSecr=3655674041 [TCP segment of a reassembled PDU]"
"764","124.244461455","172.16.10.9","172.16.20.9","TCP","1264","0.006996099","5004  >  39686 [PSH, ACK] Seq=1922673 Ack=137 Win=43520 Len=1198 TSval=2165692666 TSecr=3655674054 [TCP segment of a reassembled PDU]"
"766","124.279238477","172.16.10.9","172.16.20.9","TCP","2688","0.034722478","5004  >  39686 [PSH, ACK] Seq=1923871 Ack=137 Win=43520 Len=2622 TSval=2165692715 TSecr=3655674068 [TCP segment of a reassembled PDU]"
"768","124.484411807","172.16.10.9","172.16.20.9","TCP","8754","0.204725854","5004  >  39686 [PSH, ACK] Seq=1926493 Ack=137 Win=43520 Len=8688 TSval=2165692920 TSecr=3655674104 [TCP segment of a reassembled PDU]"
"770","124.492087660","172.16.10.9","172.16.20.9","TCP","1378","0.004491700","5004  >  39686 [PSH, ACK] Seq=1935181 Ack=137 Win=43520 Len=1312 TSval=2165692920 TSecr=3655674104 [TCP segment of a reassembled PDU]"
"771","124.496002428","172.16.10.9","172.16.20.9","TCP","8754","0.003914768","5004  >  39686 [PSH, ACK] Seq=1936493 Ack=137 Win=43520 Len=8688 TSval=2165692920 TSecr=3655674104 [TCP segment of a reassembled PDU]"
"773","124.503597724","172.16.10.9","172.16.20.9","TCP","728","0.007482170","5004  >  39686 [PSH, ACK] Seq=1945181 Ack=137 Win=43520 Len=662 TSval=2165692932 TSecr=3655674320 [TCP segment of a reassembled PDU]"
"775","124.550392512","172.16.10.9","172.16.20.9","TCP","5285","0.046740649","5004  >  39686 [PSH, ACK] Seq=1945843 Ack=137 Win=43520 Len=5219 TSval=2165692986 TSecr=3655674328 [TCP segment of a reassembled PDU]"
"777","124.656530619","172.16.10.9","172.16.20.9","TCP","8754","0.105324062","5004  >  39686 [PSH, ACK] Seq=1951062 Ack=137 Win=43520 Len=8688 TSval=2165693092 TSecr=3655674375 [TCP segment of a reassembled PDU]"
"779","124.668964757","172.16.10.9","172.16.20.9","TCP","1378","0.012362593","5004  >  39686 [PSH, ACK] Seq=1959750 Ack=137 Win=43520 Len=1312 TSval=2165693092 TSecr=3655674375 [TCP segment of a reassembled PDU]"
"780","124.668966266","172.16.10.9","172.16.20.9","TCP","8754","0.000001509","5004  >  39686 [PSH, ACK] Seq=1961062 Ack=137 Win=43520 Len=8688 TSval=2165693092 TSecr=3655674375 [TCP segment of a reassembled PDU]"
"782","124.678668070","172.16.10.9","172.16.20.9","TCP","879","0.009642366","5004  >  39686 [PSH, ACK] Seq=1969750 Ack=137 Win=43520 Len=813 TSval=2165693105 TSecr=3655674493 [TCP segment of a reassembled PDU]"
"784","124.735992184","172.16.10.9","172.16.20.9","TCP","2605","0.057270973","5004  >  39686 [PSH, ACK] Seq=1970563 Ack=137 Win=43520 Len=2539 TSval=2165693172 TSecr=3655674503 [TCP segment of a reassembled PDU]"
"786","124.737794512","172.16.10.9","172.16.20.9","TCP","8754","0.001255621","5004  >  39686 [PSH, ACK] Seq=1973102 Ack=137 Win=43520 Len=8688 TSval=2165693172 TSecr=3655674503 [TCP segment of a reassembled PDU]"
"788","124.752599964","172.16.10.9","172.16.20.9","TCP","8754","0.013373077","5004  >  39686 [PSH, ACK] Seq=1981790 Ack=137 Win=43520 Len=8688 TSval=2165693172 TSecr=3655674503 [TCP segment of a reassembled PDU]"
"790","124.764272067","172.16.10.9","172.16.20.9","TCP","1514","0.011648288","5004  >  39686 [ACK] Seq=1990478 Ack=137 Win=43520 Len=1448 TSval=2165693175 TSecr=3655674560 [TCP segment of a reassembled PDU]"
"791","124.765042977","172.16.10.9","172.16.20.9","TCP","2708","0.000770910","5004  >  39686 [PSH, ACK] Seq=1991926 Ack=137 Win=43520 Len=2642 TSval=2165693189 TSecr=3655674576 [TCP segment of a reassembled PDU]"
"793","124.808261352","172.16.10.9","172.16.20.9","TCP","4434","0.043204742","5004  >  39686 [PSH, ACK] Seq=1994568 Ack=137 Win=43520 Len=4368 TSval=2165693244 TSecr=3655674589 [TCP segment of a reassembled PDU]"
"795","124.818598604","172.16.10.9","172.16.20.9","TCP","5103","0.010237761","5004  >  39686 [PSH, ACK] Seq=1998936 Ack=137 Win=43520 Len=5037 TSval=2165693244 TSecr=3655674632 [TCP segment of a reassembled PDU]"
"797","124.865981039","172.16.10.9","172.16.20.9","TCP","7306","0.047358250","5004  >  39686 [PSH, ACK] Seq=2003973 Ack=137 Win=43520 Len=7240 TSval=2165693302 TSecr=3655674642 [TCP segment of a reassembled PDU]"
"799","124.872985096","172.16.10.9","172.16.20.9","TCP","2826","0.006934629","5004  >  39686 [PSH, ACK] Seq=2011213 Ack=137 Win=43520 Len=2760 TSval=2165693302 TSecr=3655674642 [TCP segment of a reassembled PDU]"
"801","124.875050413","172.16.10.9","172.16.20.9","TCP","5858","0.002042461","5004  >  39686 [PSH, ACK] Seq=2013973 Ack=137 Win=43520 Len=5792 TSval=2165693302 TSecr=3655674642 [TCP segment of a reassembled PDU]"
"803","124.881974895","172.16.10.9","172.16.20.9","TCP","1211","0.006812423","5004  >  39686 [PSH, ACK] Seq=2019765 Ack=137 Win=43520 Len=1145 TSval=2165693309 TSecr=3655674697 [TCP segment of a reassembled PDU]"
"805","124.968485214","172.16.10.9","172.16.20.9","TCP","7306","0.086392471","5004  >  39686 [PSH, ACK] Seq=2020910 Ack=137 Win=43520 Len=7240 TSval=2165693404 TSecr=3655674706 [TCP segment of a reassembled PDU]"
"807","124.974904460","172.16.10.9","172.16.20.9","TCP","2826","0.006230367","5004  >  39686 [PSH, ACK] Seq=2028150 Ack=137 Win=43520 Len=2760 TSval=2165693404 TSecr=3655674706 [TCP segment of a reassembled PDU]"
"809","124.978681675","172.16.10.9","172.16.20.9","TCP","312","0.003755698","5004  >  39686 [PSH, ACK] Seq=2030910 Ack=137 Win=43520 Len=246 TSval=2165693411 TSecr=3655674799 [TCP segment of a reassembled PDU]"
"811","125.094844650","172.16.10.9","172.16.20.9","TCP","8754","0.115372629","5004  >  39686 [PSH, ACK] Seq=2031156 Ack=137 Win=43520 Len=8688 TSval=2165693531 TSecr=3655674803 [TCP segment of a reassembled PDU]"
"813","125.104536283","172.16.10.9","172.16.20.9","TCP","1378","0.009639444","5004  >  39686 [PSH, ACK] Seq=2039844 Ack=137 Win=43520 Len=1312 TSval=2165693531 TSecr=3655674803 [TCP segment of a reassembled PDU]"
"814","125.104539278","172.16.10.9","172.16.20.9","TCP","8754","0.000002995","5004  >  39686 [PSH, ACK] Seq=2041156 Ack=137 Win=43520 Len=8688 TSval=2165693531 TSecr=3655674919 [TCP segment of a reassembled PDU]"
"816","125.114017253","172.16.10.9","172.16.20.9","TCP","7306","0.009262138","5004  >  39686 [PSH, ACK] Seq=2049844 Ack=137 Win=43520 Len=7240 TSval=2165693540 TSecr=3655674919 [TCP segment of a reassembled PDU]"
"818","125.121197248","172.16.10.9","172.16.20.9","TCP","1047","0.007146795","5004  >  39686 [PSH, ACK] Seq=2057084 Ack=137 Win=43520 Len=981 TSval=2165693541 TSecr=3655674929 [TCP segment of a reassembled PDU]"
"820","125.205858721","172.16.10.9","172.16.20.9","TCP","7306","0.084601723","5004  >  39686 [PSH, ACK] Seq=2058065 Ack=137 Win=43520 Len=7240 TSval=2165693642 TSecr=3655674945 [TCP segment of a reassembled PDU]"
"822","125.213860745","172.16.10.9","172.16.20.9","TCP","2826","0.007928211","5004  >  39686 [PSH, ACK] Seq=2065305 Ack=137 Win=43520 Len=2760 TSval=2165693642 TSecr=3655674945 [TCP segment of a reassembled PDU]"
"824","125.218037611","172.16.10.9","172.16.20.9","TCP","8754","0.004152802","5004  >  39686 [PSH, ACK] Seq=2068065 Ack=137 Win=43520 Len=8688 TSval=2165693642 TSecr=3655675030 [TCP segment of a reassembled PDU]"
"826","125.227164532","172.16.10.9","172.16.20.9","TCP","8754","0.009059677","5004  >  39686 [PSH, ACK] Seq=2076753 Ack=137 Win=43520 Len=8688 TSval=2165693650 TSecr=3655675038 [TCP segment of a reassembled PDU]"
"828","125.235835993","172.16.10.9","172.16.20.9","TCP","1889","0.008648102","5004  >  39686 [PSH, ACK] Seq=2085441 Ack=137 Win=43520 Len=1823 TSval=2165693663 TSecr=3655675051 [TCP segment of a reassembled PDU]"
"830","125.252066757","172.16.10.9","172.16.20.9","TCP","3225","0.016208955","5004  >  39686 [PSH, ACK] Seq=2087264 Ack=137 Win=43520 Len=3159 TSval=2165693688 TSecr=3655675060 [TCP segment of a reassembled PDU]"
"832","125.295626224","172.16.10.9","172.16.20.9","TCP","7306","0.043562584","5004  >  39686 [PSH, ACK] Seq=2090423 Ack=137 Win=43520 Len=7240 TSval=2165693731 TSecr=3655675076 [TCP segment of a reassembled PDU]"
"834","125.301981672","172.16.10.9","172.16.20.9","TCP","2826","0.006196845","5004  >  39686 [PSH, ACK] Seq=2097663 Ack=137 Win=43520 Len=2760 TSval=2165693731 TSecr=3655675076 [TCP segment of a reassembled PDU]"
"836","125.305225849","172.16.10.9","172.16.20.9","TCP","7306","0.003210414","5004  >  39686 [PSH, ACK] Seq=2100423 Ack=137 Win=43520 Len=7240 TSval=2165693732 TSecr=3655675076 [TCP segment of a reassembled PDU]"
"838","125.313043518","172.16.10.9","172.16.20.9","TCP","1514","0.007770397","5004  >  39686 [ACK] Seq=2107663 Ack=137 Win=43520 Len=1448 TSval=2165693738 TSecr=3655675126 [TCP segment of a reassembled PDU]"
"839","125.315585057","172.16.10.9","172.16.20.9","TCP","1547","0.002541539","5004  >  39686 [PSH, ACK] Seq=2109111 Ack=137 Win=43520 Len=1481 TSval=2165693741 TSecr=3655675129 [TCP segment of a reassembled PDU]"
"841","125.450295500","172.16.10.9","172.16.20.9","TCP","7306","0.134700582","5004  >  39686 [PSH, ACK] Seq=2110592 Ack=137 Win=43520 Len=7240 TSval=2165693886 TSecr=3655675139 [TCP segment of a reassembled PDU]"
"843","125.458872441","172.16.10.9","172.16.20.9","TCP","847","0.007741525","5004  >  39686 [PSH, ACK] Seq=2117832 Ack=137 Win=43520 Len=781 TSval=2165693886 TSecr=3655675139 [TCP segment of a reassembled PDU]"
"845","125.511659250","172.16.10.9","172.16.20.9","TCP","7306","0.051709912","5004  >  39686 [PSH, ACK] Seq=2118613 Ack=137 Win=43520 Len=7240 TSval=2165693947 TSecr=3655675284 [TCP segment of a reassembled PDU]"
"847","125.517987573","172.16.10.9","172.16.20.9","TCP","2826","0.000230409","5004  >  39686 [PSH, ACK] Seq=2125853 Ack=137 Win=43520 Len=2760 TSval=2165693947 TSecr=3655675284 [TCP segment of a reassembled PDU]"
"849","125.522504386","172.16.10.9","172.16.20.9","TCP","5858","0.004503583","5004  >  39686 [PSH, ACK] Seq=2128613 Ack=137 Win=43520 Len=5792 TSval=2165693949 TSecr=3655675284 [TCP segment of a reassembled PDU]"
"851","125.530421770","172.16.10.9","172.16.20.9","TCP","1426","0.005982674","5004  >  39686 [PSH, ACK] Seq=2134405 Ack=137 Win=43520 Len=1360 TSval=2165693954 TSecr=3655675342 [TCP segment of a reassembled PDU]"
"853","125.555698713","172.16.10.9","172.16.20.9","TCP","3065","0.025124495","5004  >  39686 [PSH, ACK] Seq=2135765 Ack=137 Win=43520 Len=2999 TSval=2165693992 TSecr=3655675354 [TCP segment of a reassembled PDU]"
"855","125.560213246","172.16.10.9","172.16.20.9","TCP","1514","0.004568445","5004  >  39686 [ACK] Seq=2138764 Ack=137 Win=43520 Len=1448 TSval=2165693992 TSecr=3655675354 [TCP segment of a reassembled PDU]"
"856","125.560627392","172.16.10.9","172.16.20.9","TCP","462","0.000414146","5004  >  39686 [PSH, ACK] Seq=2140212 Ack=137 Win=43520 Len=396 TSval=2165693992 TSecr=3655675379 [TCP segment of a reassembled PDU]"
"858","125.711247629","172.16.10.9","172.16.20.9","TCP","8754","0.150607506","5004  >  39686 [PSH, ACK] Seq=2140608 Ack=137 Win=43520 Len=8688 TSval=2165694147 TSecr=3655675384 [TCP segment of a reassembled PDU]"
"860","125.722258643","172.16.10.9","172.16.20.9","TCP","1378","0.010595015","5004  >  39686 [PSH, ACK] Seq=2149296 Ack=137 Win=43520 Len=1312 TSval=2165694147 TSecr=3655675384 [TCP segment of a reassembled PDU]"
"861","125.722260339","172.16.10.9","172.16.20.9","TCP","8754","0.000001696","5004  >  39686 [PSH, ACK] Seq=2150608 Ack=137 Win=43520 Len=8688 TSval=2165694147 TSecr=3655675384 [TCP segment of a reassembled PDU]"
"863","125.733958744","172.16.10.9","172.16.20.9","TCP","8754","0.011324905","5004  >  39686 [PSH, ACK] Seq=2159296 Ack=137 Win=43520 Len=8688 TSval=2165694147 TSecr=3655675384 [TCP segment of a reassembled PDU]"
"865","125.742145956","172.16.10.9","172.16.20.9","TCP","1514","0.008164085","5004  >  39686 [ACK] Seq=2167984 Ack=137 Win=43520 Len=1448 TSval=2165694159 TSecr=3655675546 [TCP segment of a reassembled PDU]"
"866","125.757289599","172.16.10.9","172.16.20.9","TCP","1950","0.015143643","5004  >  39686 [PSH, ACK] Seq=2169432 Ack=137 Win=43520 Len=1884 TSval=2165694170 TSecr=3655675558 [TCP segment of a reassembled PDU]"
"868","125.778544697","172.16.10.9","172.16.20.9","TCP","5858","0.021228295","5004  >  39686 [PSH, ACK] Seq=2171316 Ack=137 Win=43520 Len=5792 TSval=2165694214 TSecr=3655675581 [TCP segment of a reassembled PDU]"
"870","125.783704906","172.16.10.9","172.16.20.9","TCP","4274","0.004966122","5004  >  39686 [PSH, ACK] Seq=2177108 Ack=137 Win=43520 Len=4208 TSval=2165694214 TSecr=3655675581 [TCP segment of a reassembled PDU]"
"872","125.790982907","172.16.10.9","172.16.20.9","TCP","4410","0.007257052","5004  >  39686 [PSH, ACK] Seq=2181316 Ack=137 Win=43520 Len=4344 TSval=2165694214 TSecr=3655675581 [TCP segment of a reassembled PDU]"
"874","125.796347233","172.16.10.9","172.16.20.9","TCP","1437","0.005132055","5004  >  39686 [PSH, ACK] Seq=2185660 Ack=137 Win=43520 Len=1371 TSval=2165694220 TSecr=3655675608 [TCP segment of a reassembled PDU]"
"876","125.972028022","172.16.10.9","172.16.20.9","TCP","2225","0.175293875","5004  >  39686 [PSH, ACK] Seq=2187031 Ack=137 Win=43520 Len=2159 TSval=2165694408 TSecr=3655675621 [TCP segment of a reassembled PDU]"
"878","125.974531265","172.16.10.9","172.16.20.9","TCP","1514","0.001804281","5004  >  39686 [ACK] Seq=2189190 Ack=137 Win=43520 Len=1448 TSval=2165694408 TSecr=3655675621 [TCP segment of a reassembled PDU]"
"879","125.974649464","172.16.10.9","172.16.20.9","TCP","875","0.000118199","5004  >  39686 [PSH, ACK] Seq=2190638 Ack=137 Win=43520 Len=809 TSval=2165694409 TSecr=3655675797 [TCP segment of a reassembled PDU]"
"881","126.013355860","172.16.10.9","172.16.20.9","TCP","1688","0.038668983","5004  >  39686 [PSH, ACK] Seq=2191447 Ack=137 Win=43520 Len=1622 TSval=2165694449 TSecr=3655675799 [TCP segment of a reassembled PDU]"
"883","126.079913871","172.16.10.9","172.16.20.9","TCP","8754","0.066542378","5004  >  39686 [PSH, ACK] Seq=2193069 Ack=137 Win=43520 Len=8688 TSval=2165694516 TSecr=3655675837 [TCP segment of a reassembled PDU]"
"885","126.088392550","172.16.10.9","172.16.20.9","TCP","1378","0.007727053","5004  >  39686 [PSH, ACK] Seq=2201757 Ack=137 Win=43520 Len=1312 TSval=2165694516 TSecr=3655675837 [TCP segment of a reassembled PDU]"
"886","126.089045906","172.16.10.9","172.16.20.9","TCP","8754","0.000653356","5004  >  39686 [PSH, ACK] Seq=2203069 Ack=137 Win=43520 Len=8688 TSval=2165694516 TSecr=3655675837 [TCP segment of a reassembled PDU]"
"888","126.099000239","172.16.10.9","172.16.20.9","TCP","1514","0.006885355","5004  >  39686 [ACK] Seq=2211757 Ack=137 Win=43520 Len=1448 TSval=2165694525 TSecr=3655675905 [TCP segment of a reassembled PDU]"
"889","126.099651905","172.16.10.9","172.16.20.9","TCP","1447","0.000651666","5004  >  39686 [PSH, ACK] Seq=2213205 Ack=137 Win=43520 Len=1381 TSval=2165694528 TSecr=3655675916 [TCP segment of a reassembled PDU]"
"891","126.226114345","172.16.10.9","172.16.20.9","TCP","8754","0.126447152","5004  >  39686 [PSH, ACK] Seq=2214586 Ack=137 Win=43520 Len=8688 TSval=2165694662 TSecr=3655675924 [TCP segment of a reassembled PDU]"
"893","126.234150913","172.16.10.9","172.16.20.9","TCP","1378","0.007606320","5004  >  39686 [PSH, ACK] Seq=2223274 Ack=137 Win=43520 Len=1312 TSval=2165694662 TSecr=3655675924 [TCP segment of a reassembled PDU]"
"895","126.235089925","172.16.10.9","172.16.20.9","TCP","8754","0.000616598","5004  >  39686 [PSH, ACK] Seq=2224586 Ack=137 Win=43520 Len=8688 TSval=2165694662 TSecr=3655675924 [TCP segment of a reassembled PDU]"
"897","126.245866574","172.16.10.9","172.16.20.9","TCP","7306","0.008609376","5004  >  39686 [PSH, ACK] Seq=2233274 Ack=137 Win=43520 Len=7240 TSval=2165694662 TSecr=3655676050 [TCP segment of a reassembled PDU]"
"899","126.258589021","172.16.10.9","172.16.20.9","TCP","888","0.012682979","5004  >  39686 [PSH, ACK] Seq=2240514 Ack=137 Win=43520 Len=822 TSval=2165694671 TSecr=3655676058 [TCP segment of a reassembled PDU]"
"901","126.333557052","172.16.10.9","172.16.20.9","TCP","5858","0.073899549","5004  >  39686 [PSH, ACK] Seq=2241336 Ack=137 Win=43520 Len=5792 TSval=2165694769 TSecr=3655676084 [TCP segment of a reassembled PDU]"
"903","126.339973748","172.16.10.9","172.16.20.9","TCP","4274","0.006352593","5004  >  39686 [PSH, ACK] Seq=2247128 Ack=137 Win=43520 Len=4208 TSval=2165694769 TSecr=3655676084 [TCP segment of a reassembled PDU]"
"905","126.342921076","172.16.10.9","172.16.20.9","TCP","5858","0.002923090","5004  >  39686 [PSH, ACK] Seq=2251336 Ack=137 Win=43520 Len=5792 TSval=2165694769 TSecr=3655676084 [TCP segment of a reassembled PDU]"
"907","126.349301851","172.16.10.9","172.16.20.9","TCP","2962","0.006356498","5004  >  39686 [PSH, ACK] Seq=2257128 Ack=137 Win=43520 Len=2896 TSval=2165694776 TSecr=3655676164 [TCP segment of a reassembled PDU]"
"909","126.354693670","172.16.10.9","172.16.20.9","TCP","580","0.005373115","5004  >  39686 [PSH, ACK] Seq=2260024 Ack=137 Win=43520 Len=514 TSval=2165694779 TSecr=3655676167 [TCP segment of a reassembled PDU]"
"911","126.460837007","172.16.10.9","172.16.20.9","TCP","5124","0.106093965","5004  >  39686 [PSH, ACK] Seq=2260538 Ack=137 Win=43520 Len=5058 TSval=2165694896 TSecr=3655676179 [TCP segment of a reassembled PDU]"
"913","126.577913689","172.16.10.9","172.16.20.9","TCP","7306","0.113949166","5004  >  39686 [PSH, ACK] Seq=2265596 Ack=137 Win=43520 Len=7240 TSval=2165695014 TSecr=3655676288 [TCP segment of a reassembled PDU]"
"915","126.586505823","172.16.10.9","172.16.20.9","TCP","2826","0.007356151","5004  >  39686 [PSH, ACK] Seq=2272836 Ack=137 Win=43520 Len=2760 TSval=2165695014 TSecr=3655676288 [TCP segment of a reassembled PDU]"
"917","126.588069295","172.16.10.9","172.16.20.9","TCP","7306","0.001532185","5004  >  39686 [PSH, ACK] Seq=2275596 Ack=137 Win=43520 Len=7240 TSval=2165695014 TSecr=3655676288 [TCP segment of a reassembled PDU]"
"919","126.596648246","172.16.10.9","172.16.20.9","TCP","1514","0.008292029","5004  >  39686 [ACK] Seq=2282836 Ack=137 Win=43520 Len=1448 TSval=2165695023 TSecr=3655676410 [TCP segment of a reassembled PDU]"
"920","126.597286616","172.16.10.9","172.16.20.9","TCP","3404","0.000638370","5004  >  39686 [PSH, ACK] Seq=2284284 Ack=137 Win=43520 Len=3338 TSval=2165695024 TSecr=3655676412 [TCP segment of a reassembled PDU]"
"922","126.619385883","172.16.10.9","172.16.20.9","TCP","1214","0.022085537","5004  >  39686 [PSH, ACK] Seq=2287622 Ack=137 Win=43520 Len=1148 TSval=2165695055 TSecr=3655676421 [TCP segment of a reassembled PDU]"
"924","126.716890721","172.16.10.9","172.16.20.9","TCP","1452","0.097418040","5004  >  39686 [PSH, ACK] Seq=2288770 Ack=137 Win=43520 Len=1386 TSval=2165695153 TSecr=3655676443 [TCP segment of a reassembled PDU]"
"925","126.716937095","172.16.10.9","172.16.20.9","TCP","8754","0.000046374","5004  >  39686 [PSH, ACK] Seq=2290156 Ack=137 Win=43520 Len=8688 TSval=2165695153 TSecr=3655676443 [TCP segment of a reassembled PDU]"
"927","126.729917807","172.16.10.9","172.16.20.9","TCP","8754","0.012026512","5004  >  39686 [PSH, ACK] Seq=2298844 Ack=137 Win=43520 Len=8688 TSval=2165695153 TSecr=3655676443 [TCP segment of a reassembled PDU]"
"929","126.787603802","172.16.10.9","172.16.20.9","TCP","1514","0.057662764","5004  >  39686 [ACK] Seq=2307532 Ack=137 Win=43520 Len=1448 TSval=2165695154 TSecr=3655676542 [TCP segment of a reassembled PDU]"
"930","126.788169948","172.16.10.9","172.16.20.9","TCP","10202","0.000566146","5004  >  39686 [PSH, ACK] Seq=2308980 Ack=137 Win=43520 Len=10136 TSval=2165695154 TSecr=3655676542 [TCP segment of a reassembled PDU]"
